,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
2625,1,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,134.3,0,0,0,1,1,0,24,0.0,0,5.0,10,0.0,0.0,,0.0,5.0,7.0,1,12.0,0,10.8,1.4,1.74,Dropout,Lisbon,,Online,Medicine,
2626,1,1,1,9500.0,1.0,1.0,148.0,1,1,1,4.0,3.0,137.5,0,0,0,1,1,0,18,0.0,0,7.0,7,7.0,14.842857142857143,0.0,0.0,8.0,9.0,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate,Edinburgh,Youngest Child,Part-Time,Science,Special Needs
2627,1,1,1,9500.0,1.0,1.0,,1,1,19,4.0,4.0,125.3,0,0,0,1,1,0,19,0.0,0,7.0,7,7.0,12.2,,0.0,7.0,7.0,7,12.2,0,7.6,2.6,0.32,Enrolled,Venice,,Evening Classes,Science,
2628,1,1,1,9147.0,1.0,1.0,120.0,1,1,19,7.0,7.0,111.3,0,0,0,1,1,1,18,0.0,0,5.0,10,4.0,10.8,0.0,0.0,5.0,10.0,4,11.75,0,15.5,2.8,-4.06,Enrolled,Amsterdam,First Child,Evening Classes,Engineering,No Special Needs
2629,1,39,9,9991.0,0.0,1.0,,1,38,38,9.0,5.0,144.8,0,0,0,1,1,0,28,0.0,0,5.0,7,4.0,12.75,,0.0,5.0,7.0,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled,Venice,,Evening Classes,Arts,
2630,1,39,1,9991.0,0.0,1.0,130.0,1,1,1,9.0,7.0,152.1,0,0,0,1,1,0,28,0.0,0,5.0,13,2.0,11.0,0.0,0.0,5.0,12.0,1,12.0,0,11.1,0.6,2.02,Dropout,Munich,Youngest Child,Evening Classes,Arts,No Special Needs
2631,1,17,1,9254.0,1.0,1.0,,1,38,38,0.0,5.0,126.1,0,0,0,1,1,0,20,0.0,0,6.0,9,4.0,10.75,,0.0,6.0,12.0,0,0.0,0,7.6,2.6,0.32,Dropout,Lisbon,,Part-Time,Engineering,
2632,1,43,1,9500.0,1.0,1.0,130.0,1,1,1,7.0,4.0,136.0,1,0,0,1,1,0,22,0.0,0,8.0,9,8.0,12.55375,1.0,0.0,8.0,9.0,8,12.55375,1,9.4,-0.8,-3.12,Graduate,Istanbul,Middle Child,Evening Classes,Engineering,Special Needs
2633,1,1,4,9500.0,1.0,1.0,128.0,1,19,1,4.0,4.0,124.3,1,0,0,1,1,0,19,0.0,0,8.0,8,7.0,12.665714285714284,0.0,0.0,8.0,8.0,7,12.665714285714284,0,10.8,1.4,1.74,Graduate,Sofia,First Child,Part-Time,Arts,Special Needs
2634,1,1,1,9670.0,1.0,1.0,,1,1,19,7.0,5.0,129.9,1,0,0,1,1,0,20,0.0,0,6.0,10,6.0,12.714285714285714,,0.0,6.0,8.0,4,13.0,0,12.4,0.5,1.79,Enrolled,,,Evening Classes,Science,
2635,1,39,2,9556.0,1.0,1.0,133.1,1,3,1,2.0,4.0,136.1,0,0,0,1,1,0,26,0.0,0,7.0,7,2.0,11.75,0.0,0.0,5.0,10.0,0,0.0,0,12.4,0.5,1.79,Dropout,,Middle Child,Evening Classes,Engineering,No Special Needs
2636,1,1,2,9254.0,1.0,1.0,120.0,1,37,37,9.0,9.0,115.1,1,0,0,0,1,0,21,0.0,0,6.0,11,3.0,11.0,0.0,0.0,6.0,14.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Warsaw,Youngest Child,Evening Classes,Engineering,Special Needs
2637,1,16,2,171.0,1.0,1.0,,1,3,3,2.0,2.0,143.6,1,0,0,1,1,0,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Graduate,Dublin,,Full-Time,Commerce,
2638,1,17,1,9147.0,1.0,1.0,,1,37,38,9.0,7.0,115.8,1,0,0,1,1,0,18,0.0,0,5.0,5,5.0,13.4,,0.0,5.0,6.0,5,12.2,0,11.1,0.6,2.02,Graduate,Amsterdam,,Full-Time,Commerce,
2639,1,1,2,171.0,1.0,1.0,,1,19,19,4.0,7.0,149.0,1,0,0,1,1,0,22,0.0,14,17.0,21,17.0,12.578947368421051,,15.0,17.0,20.0,17,12.117647058823527,0,11.1,0.6,2.02,Graduate,Copenhagen,,Full-Time,Medicine,
2640,2,39,1,9119.0,1.0,19.0,,1,37,37,9.0,9.0,100.0,0,0,0,1,1,0,36,0.0,0,5.0,0,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Milan,,Online,Engineering,
2641,1,1,1,9773.0,1.0,1.0,125.0,1,38,38,9.0,9.0,133.4,1,0,0,1,1,1,20,0.0,0,6.0,8,6.0,12.0,0.0,0.0,6.0,8.0,6,11.5,0,13.9,-0.3,0.79,Graduate,Zurich,Middle Child,Full-Time,Engineering,No Special Needs
2642,1,17,5,9670.0,1.0,1.0,127.0,1,3,4,2.0,2.0,122.8,0,0,0,1,1,0,20,0.0,0,6.0,6,3.0,12.333333333333334,0.0,0.0,6.0,9.0,0,0.0,0,10.8,1.4,1.74,Dropout,Oslo,First Child,Online,Medicine,No Special Needs
2643,1,39,1,9991.0,0.0,1.0,,1,37,1,5.0,4.0,151.2,0,0,0,1,1,0,25,0.0,0,5.0,11,4.0,11.5,,0.0,5.0,11.0,3,13.5,0,12.4,0.5,1.79,Dropout,Helsinki,,Online,Medicine,
2644,1,39,1,9003.0,1.0,1.0,,1,37,19,6.0,4.0,137.0,0,0,0,1,1,0,35,0.0,1,6.0,7,5.0,12.8,,1.0,6.0,11.0,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate,Zurich,,Online,Arts,
2645,1,1,1,171.0,1.0,1.0,,1,1,37,7.0,7.0,118.0,0,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Edinburgh,,Part-Time,Commerce,
2646,1,43,1,9070.0,1.0,1.0,,1,3,39,3.0,7.0,126.4,0,0,0,1,1,0,26,0.0,5,7.0,8,7.0,13.285714285714286,,3.0,8.0,11.0,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled,Dublin,,Evening Classes,Commerce,
2647,1,44,1,9003.0,1.0,39.0,130.0,1,38,38,9.0,5.0,130.0,0,0,1,0,1,0,20,0.0,0,6.0,16,4.0,11.8,0.0,0.0,6.0,15.0,2,12.0,0,16.2,0.3,-0.92,Dropout,Berlin,Middle Child,Online,Science,Special Needs
2648,1,43,1,8014.0,0.0,12.0,133.1,1,37,1,9.0,10.0,112.5,0,0,0,1,1,0,50,0.0,6,13.0,13,6.0,11.333333333333334,0.0,2.0,11.0,11.0,2,13.5,0,16.2,0.3,-0.92,Dropout,Barcelona,Middle Child,Evening Classes,Medicine,Special Needs
2649,1,1,1,9500.0,1.0,1.0,,1,19,38,9.0,8.0,118.3,0,0,0,1,1,0,20,0.0,0,8.0,12,5.0,12.002,,0.0,8.0,12.0,5,12.002,1,10.8,1.4,1.74,Dropout,Munich,,Part-Time,Medicine,
2650,1,1,1,9500.0,1.0,1.0,127.0,1,3,1,2.0,8.0,121.4,0,0,0,1,1,0,20,0.0,0,7.0,10,5.0,13.976666666666668,0.0,0.0,8.0,9.0,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled,Budapest,Middle Child,Full-Time,Medicine,Special Needs
2651,1,7,1,9003.0,1.0,3.0,140.0,1,3,19,2.0,10.0,140.0,0,0,0,0,1,0,35,0.0,0,6.0,10,5.0,15.2,0.0,1.0,6.0,9.0,1,11.0,0,15.5,2.8,-4.06,Dropout,Brussels,Middle Child,Evening Classes,Arts,Special Needs
2652,1,1,1,9670.0,1.0,1.0,,1,3,19,4.0,5.0,109.0,0,0,0,1,1,1,19,0.0,0,6.0,7,6.0,13.142857142857142,,0.0,6.0,8.0,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate,Madrid,,Evening Classes,Science,
2653,2,39,2,9147.0,1.0,1.0,,1,37,37,5.0,7.0,110.0,0,0,0,1,1,0,43,0.0,0,5.0,14,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Lisbon,,Part-Time,Arts,
2654,1,17,5,9500.0,1.0,1.0,,1,3,38,2.0,1.0,119.8,0,0,0,1,1,0,19,0.0,0,8.0,11,7.0,13.867142857142856,,0.0,8.0,11.0,7,13.867142857142856,0,10.8,1.4,1.74,Graduate,Saint Petersburg,,Evening Classes,Engineering,
2655,1,39,1,9500.0,1.0,,,1,37,37,,9.0,130.0,0,0,0,1,1,0,25,,0,8.0,11,,,0.0,0.0,8.0,11.0,6,12.675,0,12.7,3.7,-1.7,Graduate,,,Part-Time,Medicine,Special Needs
2656,1,16,1,171.0,1.0,1.0,,1,1,3,5.0,10.0,167.3,1,0,0,1,1,0,19,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Graduate,London,,Part-Time,Science,
2657,1,17,2,9853.0,1.0,,,1,1,19,,9.0,111.9,1,0,0,1,1,1,20,,0,6.0,6,,,0.0,0.0,6.0,7.0,6,12.5,0,7.6,2.6,0.32,Enrolled,,,Full-Time,Engineering,Special Needs
2658,1,1,1,171.0,1.0,1.0,133.1,1,38,37,5.0,5.0,136.0,1,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Barcelona,Youngest Child,Part-Time,Medicine,No Special Needs
2659,1,1,1,9254.0,1.0,1.0,125.0,1,37,37,3.0,3.0,124.0,0,0,0,1,1,1,19,0.0,0,6.0,7,6.0,11.0,0.0,0.0,6.0,6.0,5,12.2,0,11.1,0.6,2.02,Dropout,London,Youngest Child,Full-Time,Engineering,No Special Needs
2660,2,39,1,9991.0,0.0,1.0,,1,19,37,3.0,9.0,132.9,0,0,0,1,1,0,32,0.0,0,5.0,11,4.0,10.75,,0.0,5.0,11.0,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout,Venice,,Online,Commerce,
2661,2,39,1,9773.0,1.0,38.0,,1,37,37,9.0,7.0,154.0,1,0,0,1,1,0,57,0.0,0,6.0,7,5.0,14.2,,0.0,6.0,6.0,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Sofia,,Online,Science,
2662,1,1,1,9500.0,1.0,1.0,133.1,1,1,19,3.0,5.0,115.0,0,0,0,0,1,0,20,0.0,0,7.0,11,4.0,12.6,0.0,0.0,7.0,7.0,4,11.575,0,16.2,0.3,-0.92,Dropout,Budapest,Youngest Child,Part-Time,Commerce,No Special Needs
2663,1,39,1,9991.0,0.0,1.0,,1,1,1,5.0,5.0,96.0,1,0,0,0,1,0,38,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,8.9,1.4,3.51,Dropout,Venice,,Online,Commerce,
2664,2,39,1,9991.0,0.0,1.0,,1,37,3,9.0,3.0,168.2,0,0,0,1,1,0,45,0.0,0,5.0,6,5.0,14.0,,0.0,5.0,6.0,5,14.166666666666666,0,12.4,0.5,1.79,Graduate,Oslo,,Online,Medicine,
2665,2,39,1,9773.0,1.0,1.0,,1,37,37,9.0,10.0,140.0,0,0,1,0,1,0,43,0.0,0,6.0,16,2.0,10.0,,0.0,6.0,12.0,4,12.25,0,10.8,1.4,1.74,Dropout,Milan,,Online,Engineering,
2666,1,17,4,9070.0,1.0,1.0,,1,38,1,9.0,9.0,137.4,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,13.833333333333334,,0.0,6.0,8.0,6,13.125,0,10.8,1.4,1.74,Graduate,Edinburgh,,Online,Engineering,
2667,2,39,1,9991.0,0.0,19.0,,1,19,19,4.0,4.0,150.0,0,0,0,0,1,0,49,0.0,0,5.0,8,2.0,11.0,,0.0,5.0,5.0,1,11.0,0,15.5,2.8,-4.06,Dropout,London,,Part-Time,Science,
2668,2,39,1,9500.0,1.0,19.0,,1,37,38,9.0,7.0,100.5,1,0,0,1,1,0,43,0.0,0,8.0,8,7.0,11.635714285714286,,0.0,8.0,8.0,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled,Brussels,,Evening Classes,Commerce,
2669,1,39,1,8014.0,0.0,1.0,,1,37,38,9.0,9.0,148.5,0,0,0,1,1,0,34,0.0,0,6.0,6,4.0,12.25,,0.0,5.0,5.0,0,0.0,0,11.1,0.6,2.02,Dropout,Warsaw,,Part-Time,Commerce,
2670,1,17,5,9119.0,1.0,1.0,,1,19,19,5.0,5.0,123.3,1,0,1,1,1,0,18,0.0,0,5.0,9,4.0,12.5,,0.0,5.0,11.0,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled,Bucharest,,Full-Time,Commerce,
2671,2,39,1,9991.0,0.0,1.0,,1,38,38,1.0,4.0,138.7,0,0,0,1,1,0,43,0.0,0,5.0,5,5.0,13.8,,0.0,5.0,6.0,5,13.666666666666666,0,10.8,1.4,1.74,Graduate,Istanbul,,Evening Classes,Engineering,
2672,1,1,2,9254.0,1.0,1.0,120.0,1,19,1,9.0,8.0,117.2,0,0,0,1,1,0,21,0.0,0,6.0,8,3.0,12.0,0.0,0.0,6.0,9.0,1,11.0,0,15.5,2.8,-4.06,Dropout,Oslo,Middle Child,Part-Time,Arts,No Special Needs
2673,2,39,1,9991.0,,1.0,,1,34,34,99.0,,114.3,0,0,0,1,1,0,40,,0,5.0,9,3.0,11.0,,0.0,,,4,,1,7.6,,0.32,Enrolled,,,Part-Time,Science,
2674,1,17,1,9670.0,,1.0,134.0,1,19,37,5.0,,125.3,1,0,0,1,1,1,19,,0,6.0,7,4.0,13.75,0.0,0.0,,,6,,0,10.8,,1.74,Graduate,,Youngest Child,Evening Classes,Commerce,Special Needs
2675,1,1,1,9254.0,1.0,1.0,133.1,1,37,37,1.0,1.0,97.0,0,0,0,1,1,0,27,0.0,0,6.0,6,6.0,10.666666666666666,0.0,0.0,6.0,8.0,4,11.25,0,10.8,1.4,1.74,Enrolled,Edinburgh,Youngest Child,Part-Time,Medicine,Special Needs
2676,2,42,1,9556.0,1.0,1.0,110.0,1,37,37,9.0,6.0,140.0,0,0,0,1,1,0,43,0.0,0,7.0,7,0.0,0.0,0.0,0.0,8.0,13.0,2,13.15,0,16.2,0.3,-0.92,Dropout,Milan,First Child,Full-Time,Science,No Special Needs
2677,1,43,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,124.0,0,0,0,1,1,0,31,0.0,1,5.0,6,5.0,13.833333333333334,,0.0,5.0,7.0,5,15.4,0,9.4,-0.8,-3.12,Graduate,Kyiv,,Part-Time,Commerce,
2678,1,44,1,9003.0,1.0,39.0,,1,38,1,134.0,134.0,140.0,1,0,1,1,1,0,26,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,7.0,0,0.0,0,8.9,1.4,3.51,Enrolled,Vienna,,Part-Time,Commerce,
2679,1,39,1,9991.0,0.0,1.0,150.0,1,37,38,175.0,103.0,127.0,0,0,0,1,1,0,34,0.0,0,5.0,5,5.0,15.8,0.0,0.0,5.0,5.0,5,16.8,0,8.9,1.4,3.51,Graduate,Warsaw,Middle Child,Evening Classes,Arts,No Special Needs
2680,4,43,1,9500.0,1.0,19.0,100.0,1,34,34,0.0,0.0,110.0,0,0,0,1,1,0,30,0.0,11,14.0,26,12.0,12.52608695652174,1.0,11.0,14.0,26.0,12,12.52608695652174,1,7.6,2.6,0.32,Graduate,Stockholm,Youngest Child,Online,Arts,Special Needs
2681,2,39,1,9500.0,1.0,19.0,,1,38,38,7.0,8.0,170.0,0,0,0,1,1,0,36,0.0,0,7.0,9,6.0,12.783333333333331,,0.0,8.0,11.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Munich,,Evening Classes,Science,
2682,1,7,1,9991.0,0.0,3.0,,1,37,37,6.0,7.0,120.0,0,0,1,0,1,0,46,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,5.0,1,10.0,0,11.1,0.6,2.02,Dropout,Munich,,Evening Classes,Science,
2683,1,17,1,9085.0,1.0,1.0,,1,1,19,5.0,9.0,130.0,0,0,0,1,1,0,22,0.0,0,5.0,8,3.0,13.0,,0.0,5.0,8.0,3,10.666666666666666,0,7.6,2.6,0.32,Graduate,London,,Evening Classes,Commerce,
2684,1,7,1,9003.0,1.0,3.0,130.0,1,1,19,5.0,9.0,130.0,0,0,0,1,1,0,27,0.0,0,6.0,8,0.0,0.0,0.0,0.0,6.0,10.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Milan,Youngest Child,Evening Classes,Medicine,No Special Needs
2685,1,1,2,9119.0,1.0,1.0,,1,1,38,141.0,192.0,122.5,1,0,0,1,1,0,20,0.0,0,5.0,7,5.0,10.8,,0.0,5.0,9.0,3,12.0,0,8.9,1.4,3.51,Enrolled,Helsinki,,Part-Time,Commerce,
2686,1,51,1,9147.0,1.0,1.0,130.0,1,19,38,9.0,8.0,115.7,0,0,0,1,1,0,20,0.0,0,5.0,7,5.0,11.0,0.0,0.0,5.0,7.0,3,10.0,0,8.9,1.4,3.51,Enrolled,Warsaw,First Child,Full-Time,Medicine,Special Needs
2687,1,42,1,,1.0,1.0,140.0,1,19,19,90.0,90.0,120.0,0,0,1,0,1,0,31,0.0,0,,4,0.0,,0.0,,5.0,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Venice,First Child,Part-Time,Arts,Special Needs
2688,1,1,1,9119.0,1.0,1.0,,1,37,19,9.0,9.0,166.0,1,0,1,1,1,0,20,0.0,0,5.0,7,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Zurich,,Full-Time,Science,
2689,1,17,1,9773.0,1.0,1.0,,1,1,38,90.0,8.0,132.8,1,0,0,0,1,0,21,0.0,0,6.0,10,2.0,12.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Barcelona,,Full-Time,Medicine,
2690,1,17,1,9147.0,1.0,1.0,,1,19,19,9.0,7.0,100.0,0,0,0,1,1,0,21,0.0,0,5.0,7,4.0,10.75,,0.0,5.0,10.0,2,11.0,3,16.2,0.3,-0.92,Dropout,Bucharest,,Evening Classes,Science,
2691,1,1,1,9147.0,1.0,1.0,,1,1,4,9.0,10.0,121.8,0,0,0,1,1,0,19,0.0,0,5.0,8,5.0,11.6,,0.0,5.0,10.0,4,13.5,3,16.2,0.3,-0.92,Graduate,Vienna,,Online,Science,
2692,1,17,4,9147.0,1.0,1.0,114.0,1,19,19,4.0,4.0,109.5,1,0,0,1,1,1,20,0.0,0,5.0,6,5.0,11.8,0.0,0.0,5.0,8.0,4,11.6,0,8.9,1.4,3.51,Graduate,Sofia,Youngest Child,Online,Arts,No Special Needs
2693,1,1,1,9003.0,1.0,1.0,,1,38,1,9.0,4.0,138.3,0,0,0,1,1,0,18,0.0,0,6.0,7,6.0,16.0,,0.0,6.0,6.0,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,Munich,,Full-Time,Science,
2694,1,1,2,9773.0,1.0,1.0,140.0,1,1,1,4.0,3.0,131.6,0,0,0,1,1,1,18,0.0,0,6.0,6,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6,11.5,0,16.2,0.3,-0.92,Graduate,Venice,First Child,Evening Classes,Commerce,No Special Needs
2695,1,39,1,9500.0,1.0,1.0,120.0,1,1,2,144.0,123.0,125.3,0,0,1,1,1,0,30,0.0,0,7.0,12,4.0,14.4,0.0,0.0,7.0,9.0,6,13.5,0,12.4,0.5,1.79,Enrolled,Barcelona,Middle Child,Online,Science,No Special Needs
2696,1,39,1,9254.0,1.0,19.0,,1,19,19,3.0,1.0,101.5,0,0,1,0,1,0,34,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Istanbul,,Evening Classes,Medicine,
2697,1,17,1,9670.0,1.0,1.0,,1,19,19,191.0,171.0,109.1,0,0,1,0,1,0,21,0.0,0,6.0,11,4.0,12.25,,0.0,6.0,9.0,4,13.4,0,11.1,0.6,2.02,Enrolled,Copenhagen,,Evening Classes,Medicine,
2698,1,44,1,,1.0,39.0,123.9,1,37,1,9.0,7.0,123.9,0,0,0,1,1,0,20,0.0,2,,9,5.0,,0.0,,9.0,10.0,8,12.75,1,16.2,0.3,-0.92,Dropout,Helsinki,Middle Child,Part-Time,Commerce,Special Needs
2699,1,1,1,9500.0,1.0,,,1,37,37,,9.0,143.0,0,0,0,1,1,0,18,,0,8.0,8,,,,0.0,8.0,8.0,7,13.4,0,12.7,3.7,-1.7,Graduate,,,Online,Medicine,
2700,1,1,1,171.0,1.0,1.0,127.0,1,1,1,4.0,3.0,126.3,1,0,1,1,1,0,21,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Amsterdam,Middle Child,Online,Medicine,No Special Needs
2701,2,42,1,9003.0,1.0,1.0,120.0,1,3,1,2.0,2.0,113.3,0,0,0,1,1,0,26,0.0,0,6.0,9,1.0,10.0,0.0,0.0,6.0,6.0,0,0.0,0,12.4,0.5,1.79,Dropout,Kyiv,Youngest Child,Full-Time,Medicine,No Special Needs
2702,1,17,1,9119.0,1.0,1.0,130.0,1,38,19,7.0,3.0,119.9,1,0,1,1,1,0,20,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,5,9.4,-0.8,-3.12,Dropout,Athens,Youngest Child,Online,Medicine,No Special Needs
2703,1,44,1,9003.0,1.0,39.0,,1,1,38,1.0,9.0,140.0,0,0,0,1,1,0,25,0.0,0,6.0,16,3.0,11.25,,0.0,6.0,14.0,4,11.2,0,15.5,2.8,-4.06,Dropout,Bucharest,,Part-Time,Arts,
2704,1,17,1,9670.0,1.0,1.0,109.0,1,1,1,4.0,4.0,108.0,0,0,0,1,1,0,19,0.0,0,5.0,10,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,7.6,2.6,0.32,Enrolled,Milan,First Child,Online,Commerce,Special Needs
2705,1,39,2,9147.0,1.0,1.0,,1,19,5,4.0,1.0,100.0,1,0,0,1,1,0,24,0.0,0,5.0,8,3.0,10.666666666666666,,0.0,5.0,5.0,1,14.0,0,9.4,-0.8,-3.12,Dropout,Milan,,Full-Time,Commerce,
2706,1,1,1,9130.0,1.0,1.0,125.0,1,3,3,2.0,2.0,132.4,0,0,0,1,1,0,20,0.0,0,5.0,7,4.0,11.75,0.0,0.0,5.0,5.0,5,13.4,0,7.6,2.6,0.32,Graduate,Kyiv,Middle Child,Part-Time,Science,Special Needs
2707,1,1,1,9147.0,,1.0,136.0,1,1,3,9.0,,137.1,0,0,0,1,1,0,20,,0,5.0,5,0.0,0.0,0.0,0.0,,,0,,0,12.7,,-1.7,Dropout,,First Child,Part-Time,Medicine,No Special Needs
2708,1,5,3,9070.0,1.0,1.0,157.0,1,3,1,9.0,6.0,138.1,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,12.666666666666666,0.0,0.0,6.0,8.0,6,14.125,0,10.8,1.4,1.74,Graduate,Kyiv,Middle Child,Evening Classes,Science,No Special Needs
2709,4,39,1,9556.0,1.0,1.0,,1,19,3,9.0,2.0,130.0,0,0,0,1,0,0,25,0.0,0,7.0,14,7.0,11.95,,0.0,8.0,15.0,7,12.042857142857144,0,12.7,3.7,-1.7,Enrolled,Dublin,,Online,Engineering,
2710,1,17,1,9254.0,1.0,1.0,116.0,1,38,37,9.0,6.0,109.7,1,0,0,1,0,0,22,0.0,0,6.0,7,5.0,14.0,0.0,0.0,6.0,6.0,6,15.666666666666666,0,11.1,0.6,2.02,Graduate,Munich,Middle Child,Full-Time,Medicine,Special Needs
2711,1,43,1,8014.0,0.0,1.0,,1,37,37,0.0,6.0,128.2,0,0,0,0,0,0,41,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,12.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,London,,Online,Science,
2712,1,1,2,9147.0,1.0,1.0,130.0,1,37,38,7.0,9.0,117.8,0,0,1,1,0,1,19,0.0,0,5.0,11,2.0,11.5,0.0,0.0,5.0,10.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Zurich,Middle Child,Part-Time,Engineering,Special Needs
2713,1,43,1,9130.0,1.0,1.0,150.0,1,3,3,3.0,4.0,150.0,1,0,0,1,0,0,21,0.0,0,6.0,10,6.0,12.0,0.0,0.0,6.0,12.0,5,12.8,0,13.9,-0.3,0.79,Graduate,Bucharest,First Child,Part-Time,Commerce,Special Needs
2714,1,39,1,9085.0,1.0,1.0,110.0,1,1,1,5.0,5.0,160.0,1,0,1,1,0,0,30,0.0,0,6.0,7,6.0,16.428571428571427,0.0,0.0,6.0,7.0,6,16.666666666666668,0,13.9,-0.3,0.79,Dropout,Munich,Youngest Child,Evening Classes,Medicine,Special Needs
2715,1,1,5,9500.0,1.0,1.0,101.0,1,38,38,9.0,9.0,104.5,1,0,0,1,0,1,21,0.0,0,7.0,9,5.0,13.336000000000002,0.0,0.0,8.0,9.0,7,13.207142857142856,0,11.1,0.6,2.02,Graduate,Sofia,Middle Child,Full-Time,Arts,Special Needs
2716,2,39,2,9556.0,1.0,1.0,110.0,1,19,38,9.0,9.0,112.8,0,0,0,1,0,1,26,0.0,0,7.0,7,0.0,0.0,0.0,0.0,8.0,8.0,0,0.0,6,10.8,1.4,1.74,Enrolled,Kyiv,Youngest Child,Evening Classes,Arts,Special Needs
2717,1,15,1,9670.0,1.0,1.0,133.1,41,1,1,9.0,4.0,100.0,0,0,0,1,0,0,21,1.0,2,7.0,9,7.0,14.666666666666666,0.0,1.0,6.0,8.0,6,14.0,0,11.1,0.6,2.02,Graduate,,Youngest Child,Evening Classes,Engineering,No Special Needs
2718,1,1,1,9500.0,1.0,1.0,138.0,1,1,1,3.0,4.0,132.5,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,14.115714285714288,0.0,0.0,8.0,8.0,7,14.115714285714288,0,10.8,1.4,1.74,Graduate,Sofia,Youngest Child,Part-Time,Commerce,No Special Needs
2719,1,1,4,9085.0,1.0,1.0,,1,3,1,1.0,4.0,123.3,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,14.857142857142858,,0.0,6.0,10.0,6,13.11111111111111,0,12.4,0.5,1.79,Graduate,Rome,,Evening Classes,Medicine,
2720,1,1,2,9085.0,1.0,1.0,,1,1,38,9.0,8.0,128.9,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,13.833333333333334,,0.0,6.0,10.0,6,13.714285714285714,0,8.9,1.4,3.51,Graduate,Lisbon,,Part-Time,Science,
2721,1,17,2,9147.0,1.0,1.0,129.0,1,2,3,2.0,2.0,128.3,1,0,0,1,0,0,19,0.0,0,5.0,10,3.0,11.0,0.0,0.0,5.0,9.0,4,11.75,0,12.7,3.7,-1.7,Enrolled,Munich,Middle Child,Online,Engineering,No Special Needs
2722,1,43,1,9085.0,1.0,,,1,3,3,,5.0,100.0,0,0,0,1,0,0,21,,0,6.0,11,,,,0.0,6.0,12.0,3,13.666666666666666,0,13.9,-0.3,0.79,Enrolled,,,Evening Classes,Engineering,
